media_type, title, status, release_date, episode_count
"1", "hao Wa Zhansh", "FINISHED", "2010-04-01", "1"
"1", "hao Wa Zhanshi: Chulufengman", "FINISHED", "2010-04-01", "1"
"1", "hao Wa Zhanshi: Weiwu Jiaogua", "FINISHED", "2012-04-01", "1"
"1", "hao Wa Zhanshi: Xingji Jiayua", "CURRENTLY", "2011-07-01", "25"
"1", "hao You Bin", "FINISHED", "2014-04-01", "4"
"1", "hao Zhi Neng Zu Qi", "FINISHED", "2010-07-01", "52"
"1", "hao Zhi Neng Zu Qiu ", "FINISHED", "2018-01-01", "52"
"1", "haos Dragon: Sekiryuu Sen'ek", "FINISHED", "2015-07-01", "12"
"1", "haos Dragon: Sekiryuu Sen`ek", "FINISHED", "2015-07-01", "12"
"1", "haos Dragon: Sekiryuu Senek", "FINISHED", "2015-07-01", "12"
"1", "haos;Child: Chaos;HEA", "UNKNOWN", "2017-01-01", "1"
"1", "haos;Child: Silent Sk", "UNKNOWN", "2017-04-01", "1"
"1", "haoti", "FINISHED", "2006-10-01", "40"
"1", "haotic: M'arrillian Invasio", "FINISHED", "2008-10-01", "27"
"1", "haotic: Secrets of the Lost Cit", "FINISHED", "2009-10-01", "12"
"1", "hara to Otamajakushi Shim", "FINISHED", "2018-04-01", "40"
"1", "hara Ut", "CURRENTLY", "2011-04-01", "0"
"1", "harady no Joke na Mainich", "FINISHED", "2009-04-01", "365"
"1", "haramaru-kun to Dokumaru-ku", "FINISHED", "2000-01-01", "1"
"1", "haranpo Land no Bouke", "FINISHED", "2017-01-01", "1"
"1", "hargeman Ken", "FINISHED", "1974-04-01", "65"
"1", "harlott", "FINISHED", "2015-07-01", "13"
"1", "harlotte: Tsuyoimono-tach", "FINISHED", "2016-01-01", "1"
"1", "harm Point 1: Sister's Rond", "FINISHED", "1999-10-01", "1"
"1", "harmmy Kitty 3: Fushigi no Kuni no Charmm", "FINISHED", "2006-10-01", "4"
"1", "haron Meiosei no kodok", "FINISHED", "2016-01-01", "1"
"1", "hase the Rice Bal", "FINISHED", "2016-04-01", "1"
"1", "hatchoi Katung Loufuj", "FINISHED", "1981-07-01", "1"
"1", "heat Kusushi no Slow Lif", "UNKNOWN", "2000-01-01", "0"
"1", "heat Kusushi no Slow Life: Isekai ni Tsukurou Drug Stor", "UNKNOWN", "2000-01-01", "0"
"1", "heat Kusushi no Slow Life: Isekai ni Tsukurou Drugstor", "UPCOMING", "2000-01-01", "0"
"1", "heating Craf", "FINISHED", "2016-10-01", "12"
"1", "heburashk", "FINISHED", "2010-10-01", "1"
"1", "heburashka Arere", "FINISHED", "2009-10-01", "26"
"1", "heburashka Movi", "UNKNOWN", "2010-01-01", "1"
"1", "heburashka: Tomodachi, Mitsuket", "FINISHED", "2020-04-01", "1"
"1", "heeky Angel Special", "UNKNOWN", "2000-01-01", "13"
"1", "heer Boys!! Special", "UNKNOWN", "2016-01-01", "2"
"1", "heer Boys!! The View We Seven Share", "UNKNOWN", "2016-01-01", "1"
"1", "heer Danshi!", "FINISHED", "2016-07-01", "12"
"1", "heer Danshi!! OV", "FINISHED", "2016-10-01", "2"
"1", "heer Danshi!! Reca", "FINISHED", "2016-07-01", "1"
"1", "heer Danshi!! Special", "FINISHED", "2016-10-01", "2"
"1", "hein Kuro-Nikur", "FINISHED", "2017-01-01", "12"
"1", "hein Kuro-Nikuru!", "FINISHED", "2017-01-01", "12"
"1", "hein Kuro-Nikuru!", "FINISHED", "2017-01-01", "12"
"1", "hein Kuro-Nikuru!! Kanketsu-he", "FINISHED", "2017-04-01", "1"
"1", "hel-in sacheon-wan", "FINISHED", "1999-01-01", "1"
"1", "hen Feng Gu", "FINISHED", "2020-01-01", "1"
"1", "hen-Kuro Gakue", "FINISHED", "2016-10-01", "3"
"1", "hengyu Donghua Lan", "FINISHED", "1987-01-01", "180"
"1", "heol-in 00", "FINISHED", "1976-01-01", "1"
"1", "heonbangjichuk Han", "FINISHED", "1988-01-01", "13"
"1", "heonnyeon-yeowoo Yeowoob", "FINISHED", "2007-01-01", "1"
"1", "heorin Samchongs", "FINISHED", "1983-10-01", "1"
"1", "herry & Gal's↑", "FINISHED", "2018-01-01", "2"
"1", "herry Blosso", "FINISHED", "2000-01-01", "1"
"1", "herry Blossom (Music", "FINISHED", "2013-01-01", "1"
"1", "herry no Manm", "FINISHED", "1989-10-01", "1"
"1", "hi's Sweet Hom", "FINISHED", "2008-04-01", "104"
"1", "hi's Sweet Home: Atarashii Ouch", "FINISHED", "2009-04-01", "104"
"1", "hi's Sweet Home: Chi to Kocchi, Deau", "FINISHED", "2010-04-01", "1"
"1", "hi-Sui Mar", "FINISHED", "2010-01-01", "41"
"1", "hi-Sui Maru 2nd Seaso", "FINISHED", "2011-01-01", "34"
"1", "hi-Sui Maru Special", "FINISHED", "2011-07-01", "2"
"1", "hiaki Kuriyama: ""0", "UNKNOWN", "2013-01-01", "1"
"1", "hiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anze", "FINISHED", "2016-07-01", "6"
"1", "hiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanze", "UNKNOWN", "2016-07-01", "6"
"1", "hibi Airin no Yuruyaka na Nichijo", "FINISHED", "2018-04-01", "24"
"1", "hibi Devi", "UNKNOWN", "2011-10-01", "75"
"1", "hibi Godzill", "CURRENTLY", "2018-10-01", "0"
"1", "hibi Godzilla: TOHO Cinemas Yokoku Countdown Animatio", "UNKNOWN", "2018-01-01", "1"
"1", "hibi Kero: Kero Ball no Himitsu!", "FINISHED", "2007-01-01", "1"
"1", "hibi Kero: Kerobouru no Himitsu!", "FINISHED", "2007-01-01", "1"
"1", "hibi Kero: Secret of the Kero Bal", "UNKNOWN", "2007-01-01", "1"
"1", "hibi Maruko-cha", "FINISHED", "1990-01-01", "142"
"1", "hibi Maruko-chan (1995", "CURRENTLY", "1995-01-01", "0"
"1", "hibi Maruko-chan (1995", "UNKNOWN", "1995-01-01", "1256"
"1", "hibi Maruko-chan Movi", "FINISHED", "1990-10-01", "1"
"1", "hibi Maruko-chan Movie (1990", "FINISHED", "1990-10-01", "1"
"1", "hibi Maruko-chan Movie (2015", "FINISHED", "2015-10-01", "1"
"1", "hibi Maruko-chan Movie: Italia kara Kita Shoune", "FINISHED", "2015-10-01", "1"
"1", "hibi Maruko-chan no Konna Nori Kata Abunai y", "FINISHED", "1999-01-01", "1"
"1", "hibi Maruko-chan no Koutsuu Anze", "FINISHED", "1997-01-01", "1"
"1", "hibi Maruko-chan: Hi no Youji", "FINISHED", "2003-01-01", "1"
"1", "hibi Maruko-chan: Jishin wo Kangaer", "FINISHED", "2000-01-01", "1"
"1", "hibi Maruko-chan: Watashi no Suki na Ut", "FINISHED", "1992-10-01", "1"
"1", "hibi Neko Chobi/Chibi Neko Kobi to Tomodach", "FINISHED", "2006-10-01", "1"
"1", "hibi Neko Tom no Daibouken: Chikyuu o Sukue! Nakama-tach", "FINISHED", "1992-01-01", "1"
"1", "hibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tach", "FINISHED", "1992-01-01", "1"
"1", "hibikko Cowbo", "FINISHED", "1966-07-01", "1"
"1", "hibikko Kaijuu Yadamo", "FINISHED", "1967-10-01", "26"
"1", "hibikko Kamu no Bouke", "FINISHED", "1976-07-01", "1"
"1", "hibikko Remi to Meiken Kap", "FINISHED", "1970-01-01", "1"
"1", "hibikuro Sambo no Tora Taij", "FINISHED", "1956-10-01", "1"
"1", "hibikuro Sambo to Futago no Otout", "FINISHED", "1957-01-01", "1"
"1", "hibinac", "FINISHED", "2006-04-01", "25"
"1", "hibinacs 2.", "FINISHED", "2007-04-01", "25"
"1", "hibinacs ", "FINISHED", "2008-07-01", "25"
"1", "hibit", "UNKNOWN", "2004-01-01", "1"
"1", "hibi☆Devi", "FINISHED", "2011-10-01", "75"
"1", "hib", "FINISHED", "2005-10-01", "2"
"1", "hiccha na Yuki Tsukai Sugar Tokubetsu He", "FINISHED", "2003-07-01", "2"
"1", "hicchana Onak", "FINISHED", "2015-10-01", "3"
"1", "hicchana Photographe", "FINISHED", "2002-07-01", "1"
"1", "hicchana Yukitsukai Suga", "FINISHED", "2001-10-01", "24"
"1", "hicchana Yukitsukai Sugar Special", "FINISHED", "2003-07-01", "2"
"1", "hichi Kaer", "FINISHED", "2015-04-01", "1"
"1", "hichi to K", "FINISHED", "1998-01-01", "1"
"1", "hichibu de Buchich", "FINISHED", "2018-01-01", "1"
"1", "hichiiro Toik", "FINISHED", "2014-04-01", "2"
"1", "hicken Pap", "FINISHED", "2010-01-01", "1"
"1", "hicken Ramen C", "UNKNOWN", "2000-01-01", "7"
"1", "hicken Ramen x Gudetam", "UNKNOWN", "2000-01-01", "3"
"1", "hicken Ramen: Shirotama Safety Video Editio", "UNKNOWN", "2017-01-01", "1"
"1", "hidori RSC: Nationals Are Right Before U", "UNKNOWN", "2019-01-01", "1"
"1", "hie the Brat Movi", "UNKNOWN", "1981-01-01", "1"
"1", "hie-chan Funsenki: Jarinko Chi", "FINISHED", "1991-10-01", "39"
"1", "hie-P: Cleaning Switc", "UNKNOWN", "2008-01-01", "1"
"1", "hieri to Cherr", "FINISHED", "2016-01-01", "1"
"1", "hihayafur", "FINISHED", "2011-10-01", "25"
"1", "hihayafuru ", "FINISHED", "2013-01-01", "25"
"1", "hihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma n", "FINISHED", "2013-10-01", "1"
"1", "hihayafuru 2: Waga Miyo ni Furu Nagame Shima n", "FINISHED", "2013-07-01", "1"
"1", "hihayafuru ", "FINISHED", "2019-10-01", "24"
"1", "hihayafuru 3: Ima Hitotabi n", "FINISHED", "2020-01-01", "1"
"1", "hihayafuru 3: So I wish for a memor", "UNKNOWN", "2020-01-01", "1"
"1", "hihayafuru OV", "UNKNOWN", "2013-01-01", "1"
"1", "hii Jiaan Chuaanqi", "FINISHED", "2008-01-01", "26"
"1", "hii-chan Kaihatsu Nikk", "CURRENTLY", "2020-01-01", "0"
"1", "hii-chan no Himits", "FINISHED", "1991-04-01", "1"
"1", "hii-chan no Kageokur", "FINISHED", "2000-01-01", "1"
"1", "hii-chan to Hige Ojisa", "FINISHED", "2004-07-01", "10"
"1", "hii-Sui Maru 2nd Seaso", "UNKNOWN", "2011-01-01", "34"
"1", "hii`s Sweet Home: Chii to Kocchi, Deau", "FINISHED", "2010-04-01", "1"
"1", "hiisai Aki Mitsuket", "FINISHED", "1972-10-01", "1"
"1", "hiisai Aki Mitsuketa (1982", "FINISHED", "1982-10-01", "1"
"1", "hiisai Sensuikan ni Koi o Shita Dekasugiru Kujira no Hanash", "FINISHED", "2004-07-01", "1"
"1", "hiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanash", "FINISHED", "2004-07-01", "1"
"1", "hiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwa", "FINISHED", "1989-04-01", "52"
"1", "hiisana Eiyuu: Kani to Tamago to Toumei Ninge", "FINISHED", "2018-07-01", "3"
"1", "hiisana Itsutsu no Ohanash", "FINISHED", "1974-01-01", "1"
"1", "hiisana Jumb", "FINISHED", "1977-07-01", "1"
"1", "hiisana Kinom", "FINISHED", "1983-10-01", "1"
"1", "hiisana Kinomi (1995", "FINISHED", "1995-10-01", "1"
"1", "hiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shik", "FINISHED", "1984-01-01", "1"
"1", "hiisana Koi no Monogatari: Chitchi to Sally Hatsukoi no Shik", "FINISHED", "1984-01-01", "1"
"1", "hiisana Kyojin Microma", "FINISHED", "1999-01-01", "52"
"1", "hiisana Kyojin Microman: Daigekisen! Microman vs Saikyou Senshi Gorgo", "UNKNOWN", "1999-07-01", "1"
"1", "hiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgo", "FINISHED", "1999-07-01", "1"
"1", "hiisana Lio", "FINISHED", "2018-01-01", "1"
"1", "hiisana Love Letter: Mariko to Nemunoki no Kodomo-tach", "FINISHED", "1981-10-01", "1"
"1", "hiisana Obake: Acchi, Kocchi, Socch", "FINISHED", "1991-04-01", "50"
"1", "hiisana Oji-sa", "UNKNOWN", "2012-10-01", "30"
"1", "hiisana Ojisa", "FINISHED", "2012-10-01", "30"
"1", "hiisana Pengin: Lolo no Bouke", "FINISHED", "1986-01-01", "3"
"1", "hiisana Penguin Lolo no Bouke", "FINISHED", "1986-01-01", "3"
"1", "hiisana Tayori, Ookina Tayori", "FINISHED", "2017-10-01", "1"
"1", "hiisana Tegam", "FINISHED", "2000-07-01", "1"
"1", "hiisana Teie", "FINISHED", "2014-10-01", "1"
"1", "hiisana Tsubomi no Sono Oku ni..", "CURRENTLY", "2020-04-01", "0"
"1", "hiisana Viking Vicki", "FINISHED", "1974-04-01", "78"
"1", "hijoku Kanki", "FINISHED", "2001-07-01", "1"
"1", "hijoku no Seifuk", "FINISHED", "2016-04-01", "2"
"1", "hijoku Shinsatsushits", "FINISHED", "2003-04-01", "2"
"1", "hika Chika Ido", "FINISHED", "2016-01-01", "1"
"1", "hika Gentou Gekiga: Shoujo Tsubak", "FINISHED", "1992-04-01", "1"
"1", "hika", "FINISHED", "2019-07-01", "1"
"1", "hikan Densh", "FINISHED", "2003-01-01", "2"
"1", "hikan Juunin-tai The Animatio", "FINISHED", "2004-07-01", "5"
"1", "hikan Monogatar", "FINISHED", "2006-07-01", "2"
"1", "hikan no Licenc", "FINISHED", "2012-10-01", "2"
"1", "hikan Shita Joshi*sei to Sonogo, Musabori Au Youna Doero Juna", "FINISHED", "2018-10-01", "2"
"1", "hikansha Thoma", "FINISHED", "2004-07-01", "1"
"1", "hikara Bash", "FINISHED", "1976-01-01", "1"
"1", "hikara to Onna no Yo no Nak", "FINISHED", "1933-04-01", "1"
"1", "hikasugi Idol Akae-cha", "FINISHED", "2014-01-01", "12"
"1", "hikasugi Idol Akae-chan Special", "FINISHED", "2014-07-01", "3"
"1", "hikatetsu ni Nor", "FINISHED", "2017-04-01", "1"
"1", "hikatetsu ni Noru", "FINISHED", "2018-04-01", "1"
"1", "hika☆Chika Ido", "UPCOMING", "2000-01-01", "0"
"1", "hikin Pap", "FINISHED", "2010-01-01", "1"
"1", "hikin Ramen x Gudetam", "CURRENTLY", "2019-04-01", "0"
"1", "hikkun Takku", "FINISHED", "1984-04-01", "23"
"1", "hikota", "FINISHED", "1971-01-01", "1"
"1", "hikyuu Bouei Kazok", "FINISHED", "2001-01-01", "13"
"1", "hikyuu Bouei Kazoku Specia", "FINISHED", "2002-10-01", "1"
"1", "hikyuu Bouei Kigyou Dai-Guar", "FINISHED", "1999-10-01", "26"
"1", "hikyuu ga Ugoita H", "FINISHED", "1997-07-01", "1"
"1", "hikyuu Monogatari Telepath 250", "FINISHED", "1984-07-01", "1"
"1", "hikyuu ni Yasashii Shopping: Midori-chan to Recycle-ku Shoppin", "FINISHED", "2005-01-01", "1"
"1", "hikyuu no Himits", "FINISHED", "1995-01-01", "2"
"1", "hikyuu no Houkag", "UNKNOWN", "2000-01-01", "9"
"1", "hikyuu o Mitsumet", "FINISHED", "2011-10-01", "1"
"1", "hikyuu Shoujo Arjun", "FINISHED", "2001-01-01", "13"
"1", "hikyuu SOS Sore Ike Korori", "FINISHED", "1992-04-01", "26"
"1", "hikyuu SOS: Chikyuu ga Netsu wo Dashite Ir", "FINISHED", "2000-01-01", "1"
"1", "hikyuu to no Yakusok", "FINISHED", "2018-04-01", "1"
"1", "hikyuu wa Guruguru Merry-Go-Roun", "FINISHED", "2017-01-01", "1"
"1", "hikyuu wo Mitsumet", "FINISHED", "2011-01-01", "1"
"1", "hikyuu wo Mitsumet", "FINISHED", "2011-01-01", "1"
"1", "hikyuugai Shounen Shouj", "UNKNOWN", "2000-01-01", "0"
"1", "hikyuugai Shounen Shouj", "UPCOMING", "2000-01-01", "0"
"1", "hildre", "FINISHED", "2011-04-01", "1"
"1", "hildren of Ethe", "FINISHED", "2017-07-01", "1"
"1", "hildren Recor", "FINISHED", "2012-07-01", "2"
"1", "him", "FINISHED", "2011-04-01", "1"
"1", "himer", "UPCOMING", "2000-01-01", "1"
"1", "himera: Target I Datenshi Kouri", "FINISHED", "1997-10-01", "1"
"1", "himuchimucheri ChimChimChere", "FINISHED", "1966-04-01", "1"
"1", "hin`yuuki: Tarou to Yukai na Nakama-tach", "FINISHED", "2009-04-01", "3"
"1", "hina KFC x Gintam", "UNKNOWN", "2018-01-01", "1"
"1", "hinetsu Karte: The Devilish Cherr", "FINISHED", "2009-04-01", "2"
"1", "hingou Muchabe", "FINISHED", "1971-01-01", "26"
"1", "hink", "UNKNOWN", "2010-04-01", "1"
"1", "hink", "FINISHED", "2010-01-01", "1"
"1", "hinkoroheibei Tamatebak", "FINISHED", "1936-01-01", "1"
"1", "hinmoku no Kanta", "FINISHED", "1995-10-01", "3"
"1", "hinpu", "FINISHED", "1989-01-01", "56"
"1", "hinpui Special", "FINISHED", "1989-10-01", "2"
"1", "hinpui: Eri-sama Katsudou Daishashi", "FINISHED", "1990-01-01", "1"
"1", "hinsetsu Yoshida Gote", "FINISHED", "1928-04-01", "1"
"1", "hinyuuki: Tarou to Yukai na Nakama-tach", "FINISHED", "2009-04-01", "3"
"1", "hio-chan no Tsuugakur", "FINISHED", "2018-07-01", "12"
"1", "hiric", "FINISHED", "2008-04-01", "1"
"1", "hirin no Suz", "FINISHED", "1978-01-01", "1"
"1", "hiro no Ki Ookiku Naar", "FINISHED", "1982-01-01", "1"
"1", "hiro-wa Chingu-deu", "CURRENTLY", "2007-07-01", "52"
"1", "hiro-wa Chingu-deu", "FINISHED", "2007-07-01", "52"
"1", "hironup no Kitsun", "FINISHED", "1987-07-01", "1"
"1", "hirorin Mura Monogatar", "FINISHED", "1992-04-01", "170"
"1", "hirorin Mura Monogatari: Tomkurupii no Jishin Youji", "FINISHED", "2000-01-01", "1"
"1", "hirorin Mura Monogatari: Tomkurupii no Jishin Youji", "UNKNOWN", "1996-01-01", "1"
"1", "hiruran: Nibun no Ich", "FINISHED", "2017-01-01", "12"
"1", "hiruran: Nibun no Ichi OV", "FINISHED", "2017-01-01", "1"
"1", "hiruran: Nibun no Ichi Specia", "FINISHED", "2017-04-01", "1"
"1", "hirur", "FINISHED", "2011-07-01", "1"
"1", "hiryokumar", "FINISHED", "2016-10-01", "1"
"1", "hitose Get You!", "FINISHED", "2012-07-01", "26"
"1", "hivas 1-2-", "FINISHED", "1999-07-01", "2"
"1", "hizu no Nai Bouke", "FINISHED", "2017-04-01", "1"
"1", "hobit", "FINISHED", "2002-04-01", "26"
"1", "hobits Reca", "FINISHED", "2003-01-01", "1"
"1", "hobits: Chibit", "FINISHED", "2003-04-01", "1"
"1", "hobits: Chibits - Sumomo, Kotoko Todoker", "FINISHED", "2003-07-01", "1"
"1", "hobitto Zuka", "FINISHED", "2016-07-01", "52"
"1", "hoboraunyopomi Gekijou Ai Mai Mi", "FINISHED", "2013-01-01", "13"
"1", "hoboraunyopomi Gekijou Dai Ni Maku ai mai m", "FINISHED", "2013-01-01", "13"
"1", "hoboraunyopomi Gekijou Dai Ni Maku ai mai mi: Mousou Catastroph", "FINISHED", "2014-07-01", "12"
"1", "hoboraunyopomi Gekijou Dai Ni Maku ai mai mi: Mousou Catastrophe Shoujo Kuriy", "FINISHED", "2014-07-01", "1"
"1", "hoboraunyopomi Gekijou Dai Ni Maku ai mai mi: Surgical Friend", "FINISHED", "2017-01-01", "12"
"1", "hoboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastroph", "FINISHED", "2014-07-01", "12"
"1", "hoboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Specia", "FINISHED", "2014-10-01", "1"
"1", "hoboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friend", "FINISHED", "2017-01-01", "12"
"1", "hocchan Monogatar", "FINISHED", "1996-01-01", "1"
"1", "hoco Kan", "FINISHED", "2019-01-01", "1"
"1", "hoco Kyouju no Ohey", "FINISHED", "2016-04-01", "1"
"1", "hoco Kyouju no Ohey", "UNKNOWN", "2016-01-01", "1"
"1", "hoco to Watash", "FINISHED", "2014-01-01", "1"
"1", "hocolat no Maho", "FINISHED", "2011-01-01", "13"
"1", "hocolate Panic Picture Sho", "FINISHED", "1985-10-01", "1"
"1", "hocolate Undergroun", "FINISHED", "2008-04-01", "13"
"1", "hocolate Underground: Bokura no Chocolate Senso", "FINISHED", "2009-01-01", "1"
"1", "hocotan", "FINISHED", "2013-01-01", "1"
"1", "hocotto Siste", "FINISHED", "2006-07-01", "24"
"1", "hoegang Habche: Mix Maste", "FINISHED", "2010-04-01", "39"
"1", "hoegang Top Plat", "FINISHED", "2013-10-01", "26"
"1", "hoegangjeonsa Mini-teukgongdae: Yeongung-ui Tansae", "UNKNOWN", "2016-01-01", "1"
"1", "hogattai Majutsu Robot Ginguise", "FINISHED", "1977-04-01", "26"
"1", "hogattai Majutsu Robot Ginguiser Special", "FINISHED", "2009-01-01", "2"
"1", "hohabgeum Robot Solar 1.2.", "FINISHED", "1982-10-01", "1"
"1", "hoisuj", "FINISHED", "2007-04-01", "2"
"1", "hokin no Susum", "FINISHED", "1917-10-01", "1"
"1", "hokin Senshi Cashma", "FINISHED", "1997-07-01", "1"
"1", "hokkan × Algorhythm", "FINISHED", "2017-07-01", "8"
"1", "hokkan × Algorhythm♪ 2nd Seaso", "FINISHED", "2018-10-01", "17"
"1", "hokkyuu Hyoudai Robot Anime: Straight Titl", "FINISHED", "2013-01-01", "12"
"1", "hokkyuu Hyoudai Robot Straight Titl", "FINISHED", "2013-01-01", "12"
"1", "hokotto Anime Kemono Friends ", "CURRENTLY", "2019-04-01", "0"
"1", "hokotto Anime Kemono Friends ", "UNKNOWN", "2000-01-01", "20"
"1", "hokotto Kamen feat. Inoue Kikuk", "FINISHED", "2014-04-01", "1"
"1", "hom-P: Pantsu Nugeru mon", "UNKNOWN", "2010-01-01", "1"
"1", "hongire Heb", "FINISHED", "1930-10-01", "1"
"1", "hongwu Lianmeng: Pets Unite", "FINISHED", "2019-10-01", "1"
"1", "horo Q Dagra", "FINISHED", "1983-07-01", "1"
"1", "hotto Ugoku!? ""Futeneko", "FINISHED", "2012-07-01", "1"
"1", "hou Akuukan Bouheki Cheese Napolita", "FINISHED", "2013-10-01", "1"
"1", "hou Akuukan Bouheki Cheese Neapolita", "FINISHED", "2013-10-01", "1"
"1", "hou Bakuretsu Ijigen Menko Battle: Gigant Shooter Tsukas", "FINISHED", "2014-04-01", "32"
"1", "hou Dendou Robo Tetsujin 28-gou F", "FINISHED", "1992-04-01", "47"
"1", "hou Denei-ban SD Gundam Sangokuden Brave Battle Warrior", "UNKNOWN", "2010-01-01", "1"
"1", "hou Deneiban SD Gundam Sangokuden Brave Battle Warrior", "FINISHED", "2010-01-01", "1"
"1", "hou Denji Machine Voltes ", "FINISHED", "1977-07-01", "40"
"1", "hou Denji Robo Combattler ", "FINISHED", "1976-04-01", "54"
"1", "hou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu", "FINISHED", "2016-10-01", "1"
"1", "hou Futsuu Ken Chiba Densets", "UNKNOWN", "2000-01-01", "0"
"1", "hou Futsuu Toshi Kashiwa Densets", "FINISHED", "2016-01-01", "10"
"1", "hou Futsuu Toshi Kashiwa Densetsu ", "CURRENTLY", "2020-07-01", "10"
"1", "hou Futsuu Toshi Kashiwa Densetsu ", "FINISHED", "2019-07-01", "10"
"1", "hou Futsuu Toshi Kashiwa Densetsu: Ekimae Housou UDC2-he", "CURRENTLY", "2017-01-01", "0"
"1", "hou Futsuu Toshi Kashiwa Densetsu: Kashiwa no Gotouji Yuru Anim", "CURRENTLY", "2016-01-01", "0"
"1", "hou Gekijouban Keroro Gunsou 2 Shinkai no Princess de Arimasu", "FINISHED", "2007-01-01", "1"
"1", "hou Gekijouban Keroro Gunsou 3: Keroro Tai Keroro - Tenkuu Daikessen de Arimasu", "FINISHED", "2008-01-01", "1"
"1", "hou Gekijouban Keroro Gunsou Tanjou! Kyuukyoku Keroro Kiseki no Jikuujima de Arimasu", "FINISHED", "2010-01-01", "1"
"1", "hou Gekijouban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu", "FINISHED", "2009-01-01", "1"
"1", "hou Hatsumei Boy Kanipa", "FINISHED", "1999-01-01", "21"
"1", "hou Henshin Cosprayer", "FINISHED", "2004-01-01", "8"
"1", "hou Henshin Cosprayers Special", "FINISHED", "2004-07-01", "3"
"1", "hou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movi", "FINISHED", "2004-07-01", "1"
"1", "hou Kadou Girl ⅙: Amazing Strange", "FINISHED", "2019-04-01", "0"
"1", "hou Kidou Densetsu DinaGig", "FINISHED", "1998-07-01", "2"
"1", "hou Kidou Gaiku: Kashiwa-no-H", "UNKNOWN", "2015-10-01", "1"
"1", "hou Kidougai-ku: Kashiwa-no-H", "FINISHED", "2015-07-01", "1"
"1", "hou Kousoku Galvio", "FINISHED", "1984-01-01", "22"
"1", "hou Kousoku Gran Dol", "FINISHED", "1997-07-01", "3"
"1", "hou Kuse ni Nariso", "FINISHED", "1994-04-01", "39"
"1", "hou Mashin Eiyuuden Watar", "FINISHED", "1997-10-01", "51"
"1", "hou no Saina", "FINISHED", "1931-01-01", "1"
"1", "hou Radio Taiso", "FINISHED", "2015-01-01", "1"
"1", "hou Robot Seimeitai Transformers Micron Densets", "FINISHED", "2003-01-01", "52"
"1", "hou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin", "FINISHED", "1999-07-01", "1"
"1", "hou Seimeitai Transformers Beast Wars Ne", "FINISHED", "1999-01-01", "35"
"1", "hou Seimeitai Transformers: Beast Wars Ne", "UNKNOWN", "1999-01-01", "35"
"1", "hou Shounen Tanteidan Ne", "FINISHED", "2017-01-01", "13"
"1", "hou Supercar Gattige", "FINISHED", "1977-10-01", "25"
"1", "hou Tanpen Precure All Stars Go Go Dream Live", "FINISHED", "2008-10-01", "1"
"1", "hou Tokkyuu Hikaria", "FINISHED", "1997-04-01", "156"
"1", "hou Yuu Sekai: Being the Realit", "FINISHED", "2017-01-01", "20"
"1", "hou Zenmairobo: Patrasch", "FINISHED", "2014-01-01", "13"
"1", "houbakumatsu Shounen Seiki Takamar", "FINISHED", "1991-10-01", "2"
"1", "houbakuretsu Ijigen Menko Battle: Gigant Shooter Tsukas", "FINISHED", "2014-04-01", "32"
"1", "houbatsu Yobiko", "FINISHED", "2004-01-01", "2"
"1", "houetsu Seka", "FINISHED", "2000-01-01", "10"
"1", "houetsu Seka", "CURRENTLY", "1991-01-01", "10"
"1", "hougattai Majutsu Robot Ginguise", "FINISHED", "1977-04-01", "26"
"1", "houja Raidee", "FINISHED", "1996-10-01", "38"
"1", "houjigen Game Neptune Hi Ligh", "FINISHED", "2020-04-01", "2"
"1", "houjigen Game Neptune The Animatio", "FINISHED", "2013-07-01", "12"
"1", "houjigen Game Neptune The Animation OV", "FINISHED", "2014-04-01", "1"
"1", "houjigen Game Neptune The Animation: Nep no Natsuyasum", "FINISHED", "2019-07-01", "1"
"1", "houjigen Game Neptune The Animation: Nepu no Natsuyasum", "FINISHED", "2019-07-01", "1"
"1", "houjigen Game Neptune The Animation: Yakusoku no Eien - True En", "FINISHED", "2014-01-01", "1"
"1", "houjigen Game Neptune: Hi☆Ligh", "FINISHED", "2020-04-01", "2"
"1", "houjigen Game Neptune: The Animatio", "FINISHED", "2013-07-01", "12"
"1", "houjigen Game Neptune: The Animation OV", "FINISHED", "2014-01-01", "1"
"1", "houjigen Kakumei Dimension High Schoo", "FINISHED", "2019-01-01", "12"
"1", "houjikuu Kidan Southern Cros", "FINISHED", "1984-04-01", "23"
"1", "houjikuu Robo Megur", "FINISHED", "2014-10-01", "1"
